Company,Position,Top_1_Resume_ID,Top_1_Category,Top_1_Similarity,Top_2_Category,Top_2_Resume_ID,Top_3_Category,Top_2_Similarity,Top_3_Resume_ID,Top_3_Similarity
Cynet Systems,senior embedded c developer,85101052,DESIGNER,0.9483687281608582,DESIGNER,34317538,BPO,0.9483258128166199,41152404,0.9475873112678528
"Technology Consulting, Inc.",c embedded engineer,17926546,ENGINEERING,0.9568668603897095,AVIATION,69458502,ENGINEERING,0.9515808820724487,21038022,0.9471579790115356
Talent Search PRO,specialist embedded c software engineer,25919149,ENGINEERING,0.9623769521713257,ENGINEERING,17926546,ENGINEERING,0.9618917107582092,20566550,0.9608615040779114
Forward Air,owner operator announced largest rate increase forward,11797122,AUTOMOBILE,0.9307671189308167,AVIATION,17655479,SALES,0.9230300188064575,19147947,0.9204697608947754
Red Robin,host hostess,19951766,CHEF,0.8920595645904541,TEACHER,22807104,APPAREL,0.8909908533096313,16391949,0.8903787732124329
SYNERGY HomeCare of Clifton-Secaucus,astonishing homecare driver,33370664,BANKING,0.9367746710777283,HEALTHCARE,37374340,HEALTHCARE,0.9345664381980896,18484846,0.9327297210693359
ClearanceJobs,c embedded engineer security clearance,17926546,ENGINEERING,0.9605758786201477,DESIGNER,34317538,ENGINEERING,0.9564208388328552,61579998,0.9548993706703186
Randstad Technologies,software engineering,70089206,INFORMATION-TECHNOLOGY,0.9488998651504517,DESIGNER,85101052,DESIGNER,0.9467801451683044,34317538,0.9440761208534241
Provident Bank,banking center supervisor,17189156,BANKING,0.9556012749671936,AVIATION,24544244,FITNESS,0.947706401348114,35302620,0.9474467635154724
Digital Performance Marketing Group,application development l6,17926546,ENGINEERING,0.9548947811126709,ENGINEERING,24647794,ENGINEERING,0.9507801532745361,61579998,0.9484840631484985
Build Zoom,project manager,29134721,SALES,0.935017466545105,APPAREL,30344127,ACCOUNTANT,0.9348723292350769,28939941,0.9294865727424622
 Johnson Creek Development,commercial construction manager,15721849,CONSTRUCTION,0.9565793871879578,CONSTRUCTION,63083944,CONSTRUCTION,0.9527387022972107,27243670,0.952654242515564
DeliverHealth,corporate recruiter remote,18297650,HR,0.9658094644546509,HR,13520837,ACCOUNTANT,0.953405499458313,28939941,0.9509681463241577
Axon,technical sourcing recruiter u remote,18297650,HR,0.9547854065895081,TEACHER,66683238,ACCOUNTANT,0.9421525001525879,28939941,0.9353482723236084
CareRev,corporate recruiter,18297650,HR,0.9574295878410339,HR,13520837,BUSINESS-DEVELOPMENT,0.9555102586746216,10228751,0.9504866003990173
GoDaddy,senior tech recruiter remote,18297650,HR,0.9441751837730408,HR,13520837,TEACHER,0.936812162399292,66683238,0.9364057779312134
Oomnitza,full cycle recruiter remote,11902276,PUBLIC-RELATIONS,0.9520198106765747,HR,13520837,FITNESS,0.9511852264404297,35302620,0.9508292078971863
DISQO,senior corporate recruiter contract remote u,18297650,HR,0.965385913848877,ACCOUNTANT,28939941,HEALTHCARE,0.9563680291175842,41910253,0.9544448256492615
Edlabs,data analytics senior mangager,12011623,ENGINEERING,0.9567872881889343,BPO,13964744,ADVOCATE,0.9420478940010071,11963737,0.9411938786506653
MCPc,marketing intern,22706174,DIGITAL-MEDIA,0.9508147835731506,ACCOUNTANT,28939941,PUBLIC-RELATIONS,0.9469432234764099,31220062,0.9424836039543152
Absolutely Amazing Travel,marketing intern,70196518,DIGITAL-MEDIA,0.9302477240562439,DIGITAL-MEDIA,11677012,DIGITAL-MEDIA,0.929046630859375,16276121,0.9267328977584839
AEG,marketing communication intern fall 2023,34712719,PUBLIC-RELATIONS,0.9570409059524536,DIGITAL-MEDIA,11677012,ADVOCATE,0.955482006072998,22391901,0.9554275274276733
Cleveland Metroparks,marketing intern,66683238,TEACHER,0.9519897103309631,HEALTHCARE,41910253,ADVOCATE,0.9466167688369751,14064815,0.9441003799438477
Health Action Council Ohio,marketing communication intern,11677012,DIGITAL-MEDIA,0.945825457572937,TEACHER,12467531,DIGITAL-MEDIA,0.9429895281791687,59011090,0.9428849816322327
Biblionasium.com,digital marketing internship edtech start,15479281,APPAREL,0.9640535116195679,DIGITAL-MEDIA,59011090,DIGITAL-MEDIA,0.9515008926391602,70196518,0.9511112570762634
Matthews Real Estate Investment Services™,sale intern cle,24544244,AVIATION,0.9552030563354492,ACCOUNTANT,28939941,ADVOCATE,0.9536743760108948,22391901,0.9521125555038452
Great Lakes Publishing,advertising design intern 2022,18795567,DESIGNER,0.9449670314788818,AGRICULTURE,89740812,DESIGNER,0.9364410042762756,44145704,0.9355460405349731
JB Associates,social medium marketing intern,11677012,DIGITAL-MEDIA,0.8575893044471741,TEACHER,66683238,ENGINEERING,0.8540363311767578,11890896,0.8529765605926514
Behaviorally,vp client development,35474904,ADVOCATE,0.9383895993232727,AUTOMOBILE,91515108,TEACHER,0.9381064176559448,66683238,0.9372637271881104
Digitas North America,senior analyst ecommerce search marketing,28939941,ACCOUNTANT,0.9579049944877625,BUSINESS-DEVELOPMENT,59696315,DIGITAL-MEDIA,0.9559517502784729,16276121,0.9510830640792847
Aspire Partners USA,fractional ceo b2b remote,86595128,FINANCE,0.9296949505805969,BANKING,39569771,BUSINESS-DEVELOPMENT,0.9281709790229797,14825300,0.9273264408111572
CECP,executive assistant ceo,41910253,HEALTHCARE,0.9542152285575867,TEACHER,66683238,ACCOUNTANT,0.9481449723243713,28939941,0.9454101324081421
Juno Search Partners - Open Positions,executive assistant ceo,29134721,SALES,0.961867094039917,HR,18297650,HR,0.9601350426673889,59962788,0.9595767855644226
New York Public Radio,chief executive officer,70196518,DIGITAL-MEDIA,0.9289090633392334,BUSINESS-DEVELOPMENT,59696315,ADVOCATE,0.9285245537757874,12171093,0.926630973815918
Handshake,senior strategy lead office ceo,28939941,ACCOUNTANT,0.9687155485153198,PUBLIC-RELATIONS,11902276,BANKING,0.9685085415840149,18208580,0.9681971073150635
Juliet,ceo co founder,18171955,SALES,0.9483552575111389,DIGITAL-MEDIA,17132168,BANKING,0.9478189945220947,25162378,0.9477620124816895
ChatterBoss,executive assistant ceo chartis federal hybrid remote,17407184,ACCOUNTANT,0.9499401450157166,CONSTRUCTION,93436805,ARTS,0.9490016102790833,18106533,0.9478252530097961
Systems Administrator,judge group new york ny,44185767,DESIGNER,0.9484920501708984,CONSULTANT,11020140,INFORMATION-TECHNOLOGY,0.9478496313095093,27295996,0.945472776889801
Adorama,system administrator,17641670,INFORMATION-TECHNOLOGY,0.9445788264274597,INFORMATION-TECHNOLOGY,22450718,INFORMATION-TECHNOLOGY,0.9430245757102966,46260230,0.9427182078361511
Talent,sr system administrator,11020140,CONSULTANT,0.9488365650177002,BANKING,99124477,INFORMATION-TECHNOLOGY,0.9473372101783752,22450718,0.9433229565620422
"The Computer Merchant, Ltd",system administrator,22450718,INFORMATION-TECHNOLOGY,0.9539665579795837,CONSULTANT,29723311,INFORMATION-TECHNOLOGY,0.9503209590911865,46260230,0.9501668214797974
Penske Media Corporation,system administrator,24038620,INFORMATION-TECHNOLOGY,0.9524999856948853,INFORMATION-TECHNOLOGY,27295996,INFORMATION-TECHNOLOGY,0.9513633251190186,81761658,0.95054030418396
Imagine     United States Remote,business development executive,59696315,BUSINESS-DEVELOPMENT,0.9701291918754578,ACCOUNTANT,28939941,ADVOCATE,0.9689555764198303,24946537,0.9655091762542725
YipitData,business development executive,18171955,SALES,0.9526311159133911,TEACHER,12587973,FINANCE,0.9516488313674927,38225199,0.9504029750823975
Usc Consulting Group Lp,business development executive remote travel growth,17132168,DIGITAL-MEDIA,0.9561517238616943,BUSINESS-DEVELOPMENT,59696315,BUSINESS-DEVELOPMENT,0.9554229378700256,18311419,0.9528334736824036
NBA (National Basketball Association),global business development business solution specialist,59696315,BUSINESS-DEVELOPMENT,0.9612470865249634,ACCOUNTANT,28939941,BANKING,0.957375705242157,25162378,0.955422043800354
"Mackinnon Bruce International (Staffing Agency)   New Jersey, United States   Hybrid",senior accountant,28969385,ACCOUNTANT,0.9470733404159546,ACCOUNTANT,49204385,ACCOUNTANT,0.9443185329437256,23513618,0.9397341012954712
"Atlantic Group (Staffing Agency)  Monmouth County, NJ On-site ",assistant controller construction industry,21338490,ACCOUNTANT,0.9497888684272766,ACCOUNTANT,25867805,ACCOUNTANT,0.945735514163971,28969385,0.9454421997070312
Liberty Mutual Insurance  United States    Remote,sr accountant,24670867,FINANCE,0.9334507584571838,ACCOUNTANT,49204385,ACCOUNTANT,0.9314741492271423,28969385,0.9305360317230225
LHH,assistant controller,28969385,ACCOUNTANT,0.9364092946052551,CONSTRUCTION,38946032,ACCOUNTANT,0.934762179851532,14055988,0.9312750101089478
"CoventBridge Group  Columbus, OH On-site",investigator network service,73448369,ADVOCATE,0.9452900290489197,ADVOCATE,24588864,ADVOCATE,0.9450987577438354,38698573,0.9448036551475525
U.S. Secretary of the Treasury,criminal investigator special agent,27689009,AGRICULTURE,0.9133115410804749,BANKING,89049979,CONSULTANT,0.897625744342804,10332998,0.8957759141921997
MSI Systems Corp.,senior accountant florham park nj,28969385,ACCOUNTANT,0.9584642052650452,ACCOUNTANT,49204385,ACCOUNTANT,0.9536911249160767,23513618,0.9480353593826294
"Tractor Supply Company    Ohio, United States   Remote ",construction project manager,16203589,CONSTRUCTION,0.9493270516395569,CONSTRUCTION,10281555,CONSTRUCTION,0.9466279149055481,27246366,0.9441491365432739
Harris    United States    Remote,construction project manager,29134721,SALES,0.9503874778747559,AVIATION,24154692,ENGINEERING,0.948208212852478,21038022,0.9478541016578674
Redfin,real estate agent cleveland future opportunity,11958994,DESIGNER,0.933225154876709,SALES,19147494,AVIATION,0.9326868653297424,24544244,0.9325369000434875
Tier2Tek Real Estate Jobs,real estate sale agent draw commission remote cleveland oh,29648950,FINANCE,0.9340674877166748,FINANCE,24967652,ADVOCATE,0.9331580996513367,54067174,0.9308422207832336
RED Diamond Realty,real estate agent,11958994,DESIGNER,0.9391116499900818,SALES,79376680,FINANCE,0.9369909763336182,24967652,0.93651282787323
Triv Team,entry level real estate agent,17307206,CONSULTANT,0.9256057143211365,FINANCE,29648950,DESIGNER,0.9228066802024841,11958994,0.9218790531158447
Divvy Homes,senior real estate agent cleveland,29648950,FINANCE,0.9056016802787781,SALES,29928796,SALES,0.9015630483627319,33236701,0.8991215229034424
City National Bank    United States    Remote,card fraud servcg spec,27496514,HR,0.946249783039093,HR,24508725,ADVOCATE,0.9451259970664978,38698573,0.9429135918617249
Jack Henry & Associates  United States    Remote ,remote fraud support call center representative ccc,90468982,ADVOCATE,0.9542481303215027,BANKING,36905896,BANKING,0.9541621208190918,45167858,0.9525514245033264
Johns Hopkins Medicine,youth career coach,37348041,ADVOCATE,0.941633403301239,ADVOCATE,29926588,TEACHER,0.9359979629516602,20399718,0.9345764517784119
Jewish Community Services,career coach,66683238,TEACHER,0.9488739371299744,HR,13520837,HR,0.9445029497146606,18297650,0.9435829520225525
Columbia University,executive assistant cardiology,29926588,ADVOCATE,0.9378616213798523,TEACHER,66683238,TEACHER,0.9253827929496765,99244405,0.9249118566513062
Directv,executive assistant,18155310,HR,0.9476689696311951,HR,11847784,HR,0.9440047144889832,18731098,0.9437045454978943
Lear Corporation,customer service representative,34594746,HEALTHCARE,0.9559668898582458,FITNESS,19938081,SALES,0.9550992250442505,19156751,0.9499877095222473
Rockland,e commerce account manager,91051945,ADVOCATE,0.9431589841842651,CONSULTANT,80527194,FINANCE,0.9427040815353394,24967652,0.9422920942306519
New York & Company,sr manager e commerce operation monsey,28939941,ACCOUNTANT,0.94752037525177,SALES,29134721,DIGITAL-MEDIA,0.9465132355690002,80679862,0.9460946321487427
Allegion Plc,senior director sale retail e commerce monsey,25162378,BANKING,0.9675280451774597,BANKING,18208580,BUSINESS-DEVELOPMENT,0.9654613137245178,18311419,0.9643063545227051
MSNBC,vice president marketing,30504149,DIGITAL-MEDIA,0.9451659917831421,PUBLIC-RELATIONS,75329822,DIGITAL-MEDIA,0.9448778629302979,18525641,0.9436373114585876
"Localize.city, Inc.",vp marketing,16276121,DIGITAL-MEDIA,0.9568603038787842,DIGITAL-MEDIA,25038571,BUSINESS-DEVELOPMENT,0.9558358788490295,79759716,0.9555103778839111
BlackRock,integrated marketing vp retirement group,16276121,DIGITAL-MEDIA,0.9681218862533569,BUSINESS-DEVELOPMENT,59696315,DIGITAL-MEDIA,0.9641892910003662,22706174,0.9640970826148987
NBC,vice president marketing msnbc,15479281,APPAREL,0.9419804811477661,DIGITAL-MEDIA,18525641,DIGITAL-MEDIA,0.9384245276451111,70196518,0.936806321144104
Kashable,vice president marketing,16276121,DIGITAL-MEDIA,0.9610435962677002,DIGITAL-MEDIA,17132168,PUBLIC-RELATIONS,0.9592068791389465,49119887,0.958463191986084
Citigroup Inc,senior business associate vp,41950126,ARTS,0.9597957730293274,HR,24508725,FITNESS,0.957622766494751,12938389,0.9573449492454529
Guggenheim Museum,associate corporate development,24508725,HR,0.9524053931236267,HEALTHCARE,29134372,TEACHER,0.9495420455932617,27531694,0.9469162225723267
Extell Development Company,development associate,66683238,TEACHER,0.9566255807876587,HEALTHCARE,29134372,HEALTHCARE,0.9565608501434326,24550866,0.955633819103241
The Asian American Foundation,development associate,24508725,HR,0.9634556770324707,ADVOCATE,14064815,HEALTHCARE,0.9604823589324951,41910253,0.9595523476600647
REFORM Alliance,development associate philanthropy,22455205,PUBLIC-RELATIONS,0.8623700141906738,BANKING,25080805,APPAREL,0.8608086109161377,30344127,0.856829047203064
Propel,business development associate,28939941,ACCOUNTANT,0.9574728012084961,TEACHER,66683238,HR,0.9541283249855042,18297650,0.9530674815177917
Azzure Home,product development associate nyc,28628090,ENGINEERING,0.9524436593055725,DESIGNER,26503829,ENGINEERING,0.9519532918930054,12518008,0.9469044804573059
Central Synagogue,development associate,37087824,FITNESS,0.9305712580680847,HR,20925036,HEALTHCARE,0.9287672638893127,27090089,0.9252570271492004
Bank of America,biotech equity research associate,12202337,ACCOUNTANT,0.9173235893249512,CONSULTANT,69181350,BANKING,0.9133962988853455,17131084,0.9124961495399475
Wedbush Securities,equity research associate biotechnology,66683238,TEACHER,0.9621665477752686,ADVOCATE,29926588,HEALTHCARE,0.958343505859375,29134372,0.9582248330116272
BMO Capital Markets Corp.,equity research associate biotechnology,12202337,ACCOUNTANT,0.9379945993423462,CONSULTANT,69181350,BUSINESS-DEVELOPMENT,0.9377646446228027,25397102,0.9362208843231201
Testing,test,50328713,ENGINEERING,0.7080375552177429,PUBLIC-RELATIONS,22455205,AVIATION,0.6971319913864136,24668861,0.6960293650627136
"Salem Media of Ohio, Inc.",broadcast medium sale,12587973,TEACHER,0.9497502446174622,CONSULTANT,80527194,CHEF,0.949144721031189,11209758,0.9488047957420349
Zebra Technologies,dir software solution sale senior,18171955,SALES,0.9444876909255981,TEACHER,12587973,BUSINESS-DEVELOPMENT,0.9413489699363708,16694152,0.9408753514289856
American Chemical Society,business analyst ac publication sale,27847081,HR,0.9528343677520752,BPO,13964744,BUSINESS-DEVELOPMENT,0.9521806836128235,25397102,0.9514946937561035
Tapestry,art director,14413257,APPAREL,0.9193755388259888,DESIGNER,25422388,DESIGNER,0.9090741872787476,39252859,0.9090458154678345
BET,art director,29915354,DIGITAL-MEDIA,0.9415745735168457,DESIGNER,18795567,DESIGNER,0.940150260925293,13014900,0.9395589232444763
Group SJR,senior art director,18795567,DESIGNER,0.9291166067123413,DESIGNER,26790545,DESIGNER,0.9203317761421204,25422388,0.9192475080490112
"Marsh & McLennan Companies, Inc.",video art director,80679862,DIGITAL-MEDIA,0.9366258382797241,DIGITAL-MEDIA,22706174,DIGITAL-MEDIA,0.9332546591758728,16536141,0.9317551851272583
The Ohio State University Wexner Medical Center,program coordinator,20399718,TEACHER,0.9479178190231323,ADVOCATE,18725071,TEACHER,0.9407188892364502,17481570,0.9381970167160034
Columbus City Schools,program coordinator adult community education,24508725,HR,0.9642852544784546,AUTOMOBILE,11152490,ARTS,0.964172899723053,25926667,0.9620017409324646
Steiner NYC LLC,executive assistant ceo,41910253,HEALTHCARE,0.9518620371818542,ADVOCATE,24588864,ACCOUNTANT,0.9518321752548218,28939941,0.9494082927703857
CA Department of Corrections & Rehabilitation,executive assistant,22861181,PUBLIC-RELATIONS,0.9540729522705078,HR,23155093,HR,0.949144721031189,16877897,0.9483942985534668
Fanatics,executive assistant new york office,50328713,ENGINEERING,0.7080375552177429,PUBLIC-RELATIONS,22455205,AVIATION,0.6971319913864136,24668861,0.6960293650627136
Mini-Circuits Job Opportunities,executive administrator,24544244,AVIATION,0.9531675577163696,FITNESS,37087824,HR,0.9510574340820312,13520837,0.9504428505897522
Dealmed,executive assistant,13520837,HR,0.9450914263725281,HR,18557164,FITNESS,0.9440077543258667,28669770,0.9430028200149536
LanceSoft Inc,executive assistant,29221006,AVIATION,0.8973813652992249,FITNESS,37087824,TEACHER,0.8893948197364807,63391085,0.8888009190559387
ABC,executive assistant president,22861181,PUBLIC-RELATIONS,0.9558515548706055,FITNESS,37087824,HR,0.9543750882148743,26780935,0.9542270302772522
Foot Locker,sale associate,28867567,SALES,0.9250074625015259,AVIATION,24544244,BANKING,0.9228515028953552,17189156,0.9223930239677429
Plantlife Cannabis,sale associate dalhousie,19147494,SALES,0.9583977460861206,SALES,29399491,SALES,0.9570619463920593,26530696,0.9566000699996948
Hertz,customer service sale associate,13352113,HEALTHCARE,0.9345189332962036,SALES,26530696,HEALTHCARE,0.9328001737594604,64471954,0.9296026229858398
Urban Barn,part time sale associate crowfoot,28867567,SALES,0.9551828503608704,SALES,29928796,SALES,0.954900860786438,33236701,0.9543522000312805
WOW! mobile boutique,sale associate full time market mall,28867567,SALES,0.9571852087974548,CHEF,11444536,SALES,0.9552953243255615,26932091,0.9529609680175781
One Stop Convenience & Grocery Store,sale associate,23782450,SALES,0.9395212531089783,APPAREL,41586420,APPAREL,0.9373457431793213,16391949,0.9362080097198486
EG -,retail sale assistant,29928796,SALES,0.9498630166053772,ADVOCATE,49475708,SALES,0.9484811425209045,23782450,0.9482973217964172
Torrid,sale associate,11444536,CHEF,0.944663405418396,SALES,55477468,DESIGNER,0.9409593343734741,11958994,0.9395279288291931
"The TJX Companies, Inc.  Columbus, OH   On-site",loss prevention lp detective,41910253,HEALTHCARE,0.9613017439842224,ADVOCATE,24588864,FITNESS,0.9551408886909485,12938389,0.9544332027435303
Equal Employment Opportunity Commission,investigator support assistant oa,24588864,ADVOCATE,0.925467312335968,HR,27847081,ACCOUNTANT,0.9245782494544983,22925443,0.9215511679649353
Pickerington Local School District,special education coordinator,20399718,TEACHER,0.936473548412323,HEALTHCARE,54934269,TEACHER,0.9286686778068542,17481570,0.9266126751899719
Franklin University,field placement coordinator school education,20399718,TEACHER,0.9487560987472534,ARTS,25926667,HEALTHCARE,0.9391859173774719,54934269,0.9387738108634949
AMB,data entry operator remote remote,58208591,APPAREL,0.9514333009719849,APPAREL,17659053,CONSULTANT,0.950402021408081,13215696,0.9500190615653992
Armanino,data entry specialist,59777056,FINANCE,0.9563347101211548,HR,27847081,BPO,0.9547499418258667,13964744,0.9510732889175415
"Dimech Services, Inc",data entry operator remote,22450718,INFORMATION-TECHNOLOGY,0.9307554960250854,ENGINEERING,12472574,SALES,0.9302698373794556,14267489,0.9297528266906738
Rubber-Cal,data entry work home international applicant accepted,29134721,SALES,0.933357834815979,TEACHER,66683238,HR,0.9294031262397766,18297650,0.9272937774658203
Hallmark,retail sale associate part time 162,29928796,SALES,0.9579616189002991,ARTS,20148147,AVIATION,0.956932783126831,24544244,0.9551798105239868
Noble People,content creator,80679862,DIGITAL-MEDIA,0.9372845888137817,ACCOUNTANT,28939941,DIGITAL-MEDIA,0.9308006167411804,18488289,0.9288795590400696
Major League Baseball,live content creator seasonal,34712719,PUBLIC-RELATIONS,0.9294401407241821,DIGITAL-MEDIA,59011090,APPAREL,0.9214296936988831,15479281,0.9188426733016968
Bespoke Post,social content creator tiktok reel specialist,15479281,APPAREL,0.9295991063117981,DIGITAL-MEDIA,70196518,DIGITAL-MEDIA,0.9191344976425171,59011090,0.907322883605957
Michael Page International Inc.,large law real estate associate attorney,90629382,BUSINESS-DEVELOPMENT,0.9534745216369629,CONSTRUCTION,18882984,BANKING,0.9433472752571106,21645690,0.9428306221961975
BCG Attorney Search,commercial litigation attorney,15100547,AUTOMOBILE,0.9070276021957397,BANKING,89049979,AUTOMOBILE,0.8981949090957642,32109048,0.8970321416854858
TrialSpark,commercial contract attorney,15100547,AUTOMOBILE,0.9295178651809692,ADVOCATE,34327438,APPAREL,0.9292086958885193,26098594,0.9241740107536316
"HCA Healthcare  Jacksonville, FL On-site",medical office specialist,99033098,ARTS,0.9464877247810364,ADVOCATE,28206098,ARTS,0.9439314603805542,24061629,0.9435315728187561
"Baptist Health  Jacksonville, FL On-site",office specialist behavioral health full time day,80053367,ACCOUNTANT,0.9445475339889526,ARTS,24061629,TEACHER,0.9419980049133301,37402097,0.940536379814148
La-Z-Boy of Central NJ,retail furniture sale consultant,29928796,SALES,0.9366281032562256,ADVOCATE,90468982,APPAREL,0.9306576251983643,16391949,0.9305841326713562
Rochester City School District,principal secondary location tbd,16210888,TEACHER,0.9646058082580566,TEACHER,28772892,TEACHER,0.9584292769432068,33704389,0.9548644423484802
University of Rochester,associate professor professor tbd 230572,28772892,TEACHER,0.9277816414833069,ARTS,29148871,TEACHER,0.9267507195472717,16210888,0.9243244528770447
Motivate LLC,assistant manager,17781039,SALES,0.9634512066841125,FITNESS,28669770,HEALTHCARE,0.9629681706428528,27030979,0.9614152312278748
ATLANTIS MANAGEMENT GROUP LLC,assistant manager nyc,64471954,HEALTHCARE,0.9498578906059265,DESIGNER,29865476,HR,0.9498496055603027,39650734,0.9491553902626038
Estee Lauder Companies,assistant manager social medium la mer,34303500,SALES,0.9432361125946045,ARTS,43622023,ADVOCATE,0.942057728767395,22391901,0.9418193697929382
LULULEMON,assistant manager operation nyc downtown multiple location,27726066,CONSULTANT,0.9433011412620544,DIGITAL-MEDIA,24953921,ENGINEERING,0.9430073499679565,21038022,0.9409440159797668
"HCA Florida Memorial Hospital​  Jacksonville, FL On-site",patient care tech,15180322,CHEF,0.9489215016365051,HEALTHCARE,91478356,DESIGNER,0.9441304802894592,11807040,0.9418079853057861
"R1 RCM     Jacksonville, FL     On-site",patient access representative,37374340,HEALTHCARE,0.9424964189529419,SALES,37360517,ACCOUNTANT,0.9393538236618042,80053367,0.9384381771087646
HCA Healthcare,registrar,73448369,ADVOCATE,0.9189352989196777,SALES,55477468,HEALTHCARE,0.9105126261711121,18484846,0.9096081256866455
State of Indiana,clerical assistant,14508237,AUTOMOBILE,0.9530748724937439,SALES,37360517,HR,0.9505781531333923,72231872,0.9487602710723877
Bosworth Hospitality Partners,file clerk remote,14267489,SALES,0.9309239387512207,ADVOCATE,73448369,HR,0.9275165796279907,27847081,0.9214620590209961
Knowledge Services,admin clerical recruiter,18297650,HR,0.9659029245376587,HR,13520837,HEALTHCARE,0.9634614586830139,28670024,0.9620252847671509
Sarcoma Foundation of America  United States   Remote,sr mgr outreach engagement,34962725,HEALTHCARE,0.9294745326042175,ARTS,27164756,ADVOCATE,0.9284819960594177,14064815,0.9278733134269714
Circle Medical - a UCSF Health Affiliate  United States   Remote ,escalation specialist customer patient experience coordinator full time contract remote,28670024,HEALTHCARE,0.9638280868530273,ADVOCATE,13342150,ADVOCATE,0.9631275534629822,35474904,0.9623116254806519
"Wyckoff Heights Medical Center  Brooklyn, NY 11237",part time patient advocate,27531694,TEACHER,0.9318255186080933,HEALTHCARE,29134372,ADVOCATE,0.9297493100166321,29926588,0.926842451095581
Veeva Systems,senior director digital marketing remote,80679862,DIGITAL-MEDIA,0.9603940844535828,DIGITAL-MEDIA,22706174,DIGITAL-MEDIA,0.9510484337806702,31909493,0.9492250680923462
A Media.Monks Company,director digital strategy,15423153,BUSINESS-DEVELOPMENT,0.957892119884491,DIGITAL-MEDIA,13328680,BUSINESS-DEVELOPMENT,0.9542829394340515,27850777,0.9538973569869995
Upworks,virtual administrative assistant,27847081,HR,0.9568468332290649,ADVOCATE,24588864,BANKING,0.9511741995811462,38897568,0.9478725790977478
Virtual Vocations,remote administrative assistant,86597425,TEACHER,0.9164139032363892,HR,16877897,TEACHER,0.9152445197105408,27126818,0.9148988127708435
RemoteWorker USA,remote data entry auditor,28939941,ACCOUNTANT,0.9339737296104431,HR,27847081,HEALTHCARE,0.9337545037269592,34594746,0.9336581826210022
TarriTechnics,work home begin immediately data entry clerk,83338413,ARTS,0.9222387671470642,BPO,41152404,ENGINEERING,0.9218418598175049,12472574,0.9218356013298035
BairesDev,data entry specialist,13727873,PUBLIC-RELATIONS,0.95389723777771,HR,18297650,HR,0.9522147178649902,13520837,0.950770378112793
Apprentice Now,software developer entry level,29134721,SALES,0.9493220448493958,INFORMATION-TECHNOLOGY,22450718,ENGINEERING,0.9456619024276733,12472574,0.9425888657569885
Staffigo,business analyst entry level,22450718,INFORMATION-TECHNOLOGY,0.9648135900497437,INFORMATION-TECHNOLOGY,36856210,CONSULTANT,0.9636208415031433,22259768,0.9598389267921448
RWC Building Products,entry level office assistant,28808263,HR,0.923491895198822,SALES,31454430,ACCOUNTANT,0.9204722046852112,49204385,0.9202224016189575
Core Soft Tech,software test engineer entry level,25919149,ENGINEERING,0.9182178378105164,CONSULTANT,22259768,ENGINEERING,0.9166689515113831,12472574,0.9152743220329285
Intel,system software development engineer entry level,22946204,AUTOMOBILE,0.9400438666343689,AVIATION,12144825,ENGINEERING,0.9349232316017151,28505854,0.9345768690109253
DISH,satellite tv installer entry level,29928796,SALES,0.944053590297699,SALES,19147494,ARTS,0.9406601786613464,20148147,0.9375471472740173
Caldera Medical,sale associate entry level phoenix az,26780935,HR,0.957496166229248,AUTOMOBILE,91515108,SALES,0.9536637663841248,34303500,0.9534732699394226
Firstsource Solution USA,remote patient advocate specialist,24061629,ARTS,0.9510693550109863,ADVOCATE,14064815,ADVOCATE,0.944770336151123,22259475,0.9441352486610413
Rx Help Centers,17 50hr patient advocate part time position mon fri,34594746,HEALTHCARE,0.9333767890930176,AUTOMOBILE,14508237,ADVOCATE,0.9273621439933777,49486820,0.925281286239624
Moda Health,member health advocate remote,14064815,ADVOCATE,0.9346701502799988,HR,24508725,HEALTHCARE,0.9324857592582703,16121387,0.9318341016769409
"Bilingual Care Advocate (Hebrew)   New York, NY•Remote Full-time",bilingual care advocate hebrew,37374340,HEALTHCARE,0.9657464623451233,ADVOCATE,14064815,BANKING,0.9653947949409485,33370664,0.9633756875991821
Great American Insurance Group,remote customer service representative,34594746,HEALTHCARE,0.9615070819854736,ADVOCATE,35474904,ADVOCATE,0.9578982591629028,49486820,0.9572170376777649
Nordstrom,retail cashier sale floor support shop riverwalk rack,12668625,APPAREL,0.943513810634613,ARTS,34146825,APPAREL,0.9431707262992859,26691587,0.9397713541984558
Panera Bread,restaurant team member cashier,20148147,ARTS,0.949436366558075,ARTS,34146825,APPAREL,0.9491317868232727,26691587,0.948567807674408
Skechers,retail floor leader anthem,41586420,APPAREL,0.9283342957496643,SALES,29928796,SALES,0.9265018701553345,17704246,0.9264052510261536
McDonald's,crew team member,34146825,ARTS,0.9303457736968994,CHEF,18036030,CHEF,0.9274248480796814,15354126,0.9259198904037476
"DGA Security   New York, NY   Hybrid",business development manager,24946537,ADVOCATE,0.9673974514007568,SALES,28867567,DIGITAL-MEDIA,0.9665319323539734,17132168,0.9651588797569275
"Katten Muchin Rosenman LLP   New York, NY   Hybrid ",business development manager,32308556,HR,0.9644320607185364,CHEF,57262959,BANKING,0.9617756605148315,18208580,0.9582470059394836
"ChenMed   Jacksonville, FL On-site ",medical assistant,24061629,ARTS,0.9707071781158447,HEALTHCARE,16356151,FITNESS,0.9706247448921204,10969918,0.9669205546379089
