Job Description Index,Company Name,Position Title,Top_1_Resume_ID,Top_1_Similarity,Top_2_Resume_ID,Top_2_Similarity,Top_3_Resume_ID,Top_3_Similarity
754,Pagaya,"Vice President, Product Marketing",25162378,0.9129404,21867728,0.9059745,29825044,0.9019017
755,Altice USA,VP Marketing & Growth,80679862,0.90743375,21867728,0.9008307,18525641,0.8990779
756,Insider Inc,"VP, Marketing - Advertising Revenue",29825044,0.9305516,25162378,0.9275567,16276121,0.91430837
757,Management Leadership For Tomorrow,"Coach, Career Prep",29926588,0.7870508,21868149,0.7701914,17911230,0.76628
758,"Meijer, Inc.",Grocery Inventory clerk Part Time,24544244,0.7893941,28745844,0.7849755,23591247,0.78205097
759,COMMERCE BANK,Business Banking Relationship Manager,24544244,0.8563957,41910253,0.84662986,17189156,0.8395472
760,Raising Cane's,Restaurant Operations Manager,18155310,0.8886955,11183737,0.87901694,39650734,0.8777801
761,RB American Group LLC,Assistant Manager,67631413,0.8007551,16877897,0.7970743,26780935,0.79016584
762,Anheuser-Busch,"Sr. Manager, Customer Experience Center Business Process",28939941,0.88184536,99244405,0.8456364,26173524,0.8451996
763,Microsoft Corporation,Account Delivery Manager,29208172,0.846928,17681064,0.83219576,15581242,0.8317065
764,US Foods,New Business Manager - St. Louis Area,18208580,0.8883973,25162378,0.8788704,11902276,0.87473536
765,"TJX Companies, Inc.",Retail Sales Associate - Part time,12504278,0.86873186,31225895,0.863611,11183737,0.863127
766,Clarapath,CNC Programmer Machinist,55595908,0.84818923,26496059,0.810965,23477199,0.80132866
767,eclaro,Systems Programmer,28126340,0.8446243,11020140,0.8373932,51724595,0.836553
768,World Finer Foods,Oracle E-Business Programmer & Decision Support,17823436,0.9003116,98348532,0.8915025,70089206,0.8913702
769,Clarapath Inc.,CNC Programmer,55595908,0.84803116,26496059,0.8271109,21629057,0.8236407
770,Orion Innovation,Mainframe Programmer Analyst,11020140,0.90027094,41152404,0.89264715,27152464,0.8905162
771,Brass Lion Entertainment,Animation Programmer,26790545,0.7499453,33141415,0.7491387,62994611,0.7327481
772,Parexel,Senior Statistical Programmer,29134721,0.8072783,13964744,0.7987485,21038022,0.7764947
773,Brains Workgroup,Programmer Analyst with R Consultant,85101052,0.7351599,27152464,0.72964686,99124477,0.72539175
774,Humana,Inbound Claims & Call Center Representative (iCare),32219038,0.8645619,14708590,0.8602309,35474904,0.8542673
775,Grant / Morgan Associates,Real Estate Acquisitions Analyst / Sr. Analyst,69181350,0.85817754,18208580,0.837306,28939941,0.83602774
776,Keyway,"Acquisitions, Associate",69181350,0.8808597,58165257,0.85543174,15083600,0.8487134
777,Path Home Team,Real Estate Acquisitions Sales Associate - Start Immediately,30709029,0.81735617,69181350,0.8143228,22571461,0.80679643
778,Bluecore,Senior Accountant (Remote),23513618,0.84190637,78257294,0.82956576,28969385,0.8270341
779,Agile Sourcing Partners,Senior Accountant (Remote) (Remote),20918464,0.84503263,28969385,0.81144047,59818742,0.80596817
780,Greenlight,Staff Accountant,28969385,0.89256334,49204385,0.87284744,20253563,0.87136173
781,WebbMason Marketing,Vice President Marketing,25162378,0.88439155,21867728,0.8826467,59696315,0.87997305
782,31 Talent,Vice President Marketing,25162378,0.9187578,28939941,0.8896878,34797369,0.88850164
783,Anderson Law,Commercial Real Estate Attorney,11065180,0.8370262,21645690,0.8229034,28989677,0.8199266
784,Phillips Lytle LLP,Real Estate Attorney (4+ yrs),11637468,0.7584754,30709029,0.742843,64589506,0.7361885
785,Flatiron School,Career Coach (Remote),66683238,0.84490585,79663360,0.80359125,29926588,0.7871157
786,Pharmacy Careers,Career Coach (100% Remote / Pharmacy),18297650,0.83627397,28939941,0.83363944,41523474,0.7983325
787,Discovery Health MD,Healthcare Administrative Assistant – Urgent Hiring,80053367,0.85491455,24588864,0.8332326,16356151,0.8059662
788,St. Joseph's Health,Executive Assistant,37087824,0.77950203,67631413,0.76950467,91697974,0.7618793
789,Centers Health CARE,Administrative assistant,55097118,0.85515445,99033098,0.8440899,28614791,0.83554274
790,US Parcel Service,Administrative Assistant - Remote / Online / Work From Home (PT/FT),41910253,0.80338687,10189110,0.8010046,24508725,0.80043185
791,JOTECH,Work From Home Part Time Administrative Assistant / Customer...,28745844,0.8494089,25905275,0.82300746,12504278,0.81876063
792,The Public Health Institute (PHI),"Administrative Assistant III (Part time) – Remote, Work from Anywhere",27624540,0.7050991,50775901,0.6950612,39470264,0.6801701
793,SonicJobs,Remote Administrative Assistant,41910253,0.9006274,24544244,0.8417206,24588864,0.83541584
794,Qrypt,Network System Administrator,11584809,0.91084695,38457612,0.8966044,17641670,0.89543813
795,Safelite,Entry Level Customer Service Representative (Remote),24544244,0.8302022,35474904,0.8300211,17189156,0.82831156
796,"Sedgwick   Elgin, IL ","Entry Level Claims and Customer Service Positions! Training Program and Career Growth! Chicago, IL",35474904,0.9279444,34594746,0.9065602,14064815,0.90431607
797,MJH Life Sciences™,Senior Accountant,20918464,0.89040536,20253563,0.8898995,28969385,0.86891085
798,CUSHMAN,"Executive Administrative Assistant, Brokerage",35474904,0.8735702,41910253,0.8597008,27847081,0.85815686
799,MARCUS ATTORNEYS PLLC,Real Estate Paralegal or Executive Assistant,41910253,0.805602,24544244,0.80365694,17189156,0.8016918
800,Solomon Page,Administrative Assistant to Global Real Estate Institutional...,41910253,0.8513444,28745844,0.84606326,29494962,0.8422319
801,Select Specialty Hospital - Columbus Vic Village(Grant),Chief Executive Officer (CEO),33803142,0.8795134,28423028,0.873098,13565152,0.8645979
802,619 Recruiting,Vice President Operations,17818707,0.8798097,28939941,0.8777359,32308556,0.8748767
803,BrightView,"Vice President, Operations",17818707,0.89533824,56286525,0.89147747,18557164,0.8904376
804,Risk Strategies Company,Vice President of Business Intelligence,12011623,0.8251259,25207620,0.80423033,85101052,0.77192664
805,Greater Cleveland Food Bank,Vice President & Chief Financial Officer,23573064,0.8547655,23513618,0.8479528,28969385,0.83577174
806,NiSource,Vice President Operations Excellence,60624892,0.83895653,17818707,0.83264905,22765255,0.83007383
807,g2o,Vice President of Solution Sales - Financial Services,18208580,0.91221154,25162378,0.9081795,11902276,0.90756345
808,Columbus State Community College,"Executive Coordinator, Office of The President",28745844,0.87702787,41910253,0.87108016,29494962,0.8585365
809,MUFG,"Senior Data Security Engineer, Vice President - Remote",11020140,0.8378422,13964744,0.83550864,24038620,0.83447987
810,cincinnati assn for the blind and visually impaired,"Vice President, Business Development",95382114,0.87901676,29208172,0.8747078,18208580,0.8734889
811,Joyce Factory Direct,Vice President of Marketing,25162378,0.85879207,21867728,0.8576297,15423153,0.84821975
812,Alpine Home Air Products,Customer Service Representative (Fully Remote),35474904,0.9053747,34594746,0.88240963,12504278,0.87662077
813,"Thermo Fisher Scientific   Ohio, United States   Remote",Customer Experience Specialist II - REMOTE,17189156,0.8931945,35474904,0.8836523,12504278,0.8751199
814,One Rockwell,E-commerce Project Manager,68781345,0.9003958,26173524,0.89286625,13405733,0.88794035
815,The Agency Worx,Sr. E-Commerce Marketing Director,21867728,0.8952024,25162378,0.8861644,88907739,0.8749825
816,sk*p,"Director, E-commerce & Growth",59696315,0.8741473,28939941,0.8726826,25162378,0.86691964
817,ESAB USA,NAM E-Commerce Retail Channel Marketing Leader,21867728,0.91709656,80679862,0.91649735,59696315,0.9160154
818,Talbots,Retail Sales Associate,17189156,0.89174116,24544244,0.8891077,21809601,0.8616563
819,7-Eleven,Sales Associate,22925443,0.8303126,14508237,0.80357313,24544244,0.8015255
820,Levin Furniture,FT Sales Associate,34303500,0.89394534,28939941,0.8854762,18975686,0.88361144
821,Cleveland Plant & Flower Co.,Sales Associate,28051330,0.91036415,17189156,0.90315086,24544244,0.8932067
822,Burlington Stores,Retail Sales Associate,11183737,0.805664,17781039,0.805504,39650734,0.7970499
823,Dick's Sporting Goods,Retail Sales Associate (All positions),24544244,0.87257695,17189156,0.8674321,12504278,0.8601311
824,Public Consulting Group,Program Coordinator,29926588,0.8453641,21868149,0.80652004,66683238,0.7893101
825,The Grove,Sales Associate,29926588,0.534512,21868149,0.51368207,54246169,0.5084504
826,Shinola- Retail,Retail Sales Associate,36970996,0.8485131,21809601,0.84832454,17189156,0.8347106
827,CRATE & BARREL,Furniture Sales Associate,28939941,0.8788141,11902276,0.86509603,34303500,0.85383767
828,VF Corporation,"Vans Retail Sales Associate (Beachwood Place Mall 496 Beachwood, OH)",17189156,0.8916644,35302620,0.87369424,24544244,0.87326
829,HBC,Luxury Sales Stylist - Mens Combo - Saks Fifth Avenue,17189156,0.87645835,41910253,0.84967846,24544244,0.84593654
830,The Cleveland Museum of Art,Retail Sales Associate,24544244,0.84576213,17189156,0.831378,31225895,0.8151078
831,Goldman Sachs,"Global Investment Research, Equity Research, Heathcare - Biotech...",28939941,0.88130826,69181350,0.86959755,25397102,0.8481116
832,BGC Partners,Equity research associate,13964744,0.710041,12011623,0.7056249,29134721,0.6991989
833,Advisor Group,"Equity Research Associate, Biotech",24588864,0.8744749,41910253,0.87253666,35474904,0.8589397
834,OpsLevel,Executive Assistant--Remote,41910253,0.86650556,29494962,0.85415083,28745844,0.85171306
835,Morningside Center for Teaching Social Responsibility,Executive Assistant,28939941,0.8418858,23323001,0.8403629,93436805,0.8329189
836,Legacy Health Services - Corporate,Travel Registered Nurse (RN),16356151,0.87184185,80053367,0.83534896,12938200,0.83161414
837,BluePipes,Travel Nurse - RN - TELE - Telemetry - $2397.79 / Week,46349752,0.75654763,16356151,0.748142,31395710,0.7114539
838,Manorcare Health Services,Registered Nurse - RN - Senior Care!,16356151,0.8344284,14667957,0.83190614,11807040,0.8033558
839,ProMedica Senior Care,Registered Nurse (RN) - Parma,16356151,0.8113092,80053367,0.7933791,11807040,0.7879805
840,HealthCare Travelers (Nursing),Tele-Telemetry Nurse RN - Travel Jobs,26456474,0.8398662,77266989,0.83059263,14062078,0.8107273
841,Mount Carmel Health System,"RN, Registered Nurse - Endoscopy",16356151,0.92944014,43994605,0.87944216,46349752,0.8787819
842,Morgan Stanley,Equity Research Biotech Associate,28939941,0.8374671,69181350,0.8095968,25397102,0.79701084
843,T-Mobile,T Mobile Work From Home – Customer Service Associate Expert – $20/hr.,35474904,0.83965695,17189156,0.8394767,24544244,0.8312261
844,A TFI International Company,Remote Logistics Customer Service Rep,41910253,0.8863634,24544244,0.8661826,17189156,0.8530168
845,MSC Industrial Supply,Project Intern,14743911,0.7312981,21868149,0.7278936,54246169,0.7235663
846,Trane Technologies,Contracting Project Management Intern,16203589,0.850098,19364677,0.83692336,27246366,0.81731784
847,Andor Creative,Marketing Intern,81508860,0.8749016,18354623,0.8651338,11850315,0.86238444
848,State Industrial Products,Marketing Project Intern,28939941,0.89803016,99244405,0.8410852,68781345,0.8318944
849,Menards,Management Internship,16877897,0.81289375,24508725,0.8013021,28973180,0.7825774
850,Parker,Human Resources Internship - Corporate  (Year-Round),41523474,0.9131653,17412079,0.90426964,13879043,0.9006398
851,Borgen Project,Writer / Journalist Internship,41910253,0.7745226,24588864,0.772935,24544244,0.7447773
852,Wyndham Destinations,Inbound Customer Service / Sales (Remote),34146825,0.84256977,29865476,0.83758384,36970996,0.83430237
853,Aerotek,Remote Inbound Customer Service Representative,35474904,0.905534,49486820,0.9046815,34594746,0.9027565
